PROBEID	SYMBOL	ENTREZID	GENENAME
3860737	ZNF585B	92285	zinc finger protein 585B
3275260	NA	NA	NA
3289031	TIMM23	100287932	translocase of inner mitochondrial membrane 23
3289031	TIMM23B	100652748	translocase of inner mitochondrial membrane 23 homolog B
3730161	EFCAB3	146779	EF-hand calcium binding domain 3
3730161	LOC105371936	105371936	uncharacterized LOC105371936
2978050	SHPRH	257218	SNF2 histone linker PHD RING helicase
2796224	ENPP6	133121	ectonucleotide pyrophosphatase/phosphodiesterase 6
3251648	FAM149B1	317662	family with sequence similarity 149 member B1
3499132	ITGBL1	9358	integrin subunit beta like 1
3563814	L2HGDH	79944	L-2-hydroxyglutarate dehydrogenase
3230440	LCN15	389812	lipocalin 15
3226253	FAM102A	399665	family with sequence similarity 102 member A
2620315	TMEM42	131616	transmembrane protein 42
2620315	MIR564	693149	microRNA 564
2439652	OR10J3	441911	olfactory receptor family 10 subfamily J member 3
3740544	NA	NA	NA
3378191	RIN1	9610	Ras and Rab interactor 1
3355056	FOXRED1	55572	FAD dependent oxidoreductase domain containing 1
3385307	ME3	10873	malic enzyme 3
2968313	NA	NA	NA
3809770	NA	NA	NA
2926802	MYB	4602	"MYB proto-oncogene, transcription factor"
3673600	SNAI3-AS1	197187	SNAI3 antisense RNA 1
3825166	NA	NA	NA
3635456	MESD	23184	mesoderm development LRP chaperone
3318244	OR51T1	401665	olfactory receptor family 51 subfamily T member 1
2840714	NA	NA	NA
3375192	VWCE	220001	von Willebrand factor C and EGF domains
2895721	NOL7	51406	nucleolar protein 7
2895721	SIRT5	23408	sirtuin 5
2837232	ITK	3702	IL2 inducible T cell kinase
2546054	RBKS	64080	ribokinase
2546054	BABAM2-AS1	100302650	BABAM2 antisense RNA 1
3831177	NA	NA	NA
3416702	MUCL1	118430	mucin like 1
3309112	PRLHR	2834	prolactin releasing hormone receptor
3470458	NA	NA	NA
3383322	NARS2	79731	"asparaginyl-tRNA synthetase 2, mitochondrial"
3453448	NA	NA	NA
3824197	MRPL34	64981	mitochondrial ribosomal protein L34
2607110	HDLBP	3069	high density lipoprotein binding protein
3509986	CSNK1A1L	122011	casein kinase 1 alpha 1 like
2901503	TRIM39-RPP21	202658	TRIM39-RPP21 readthrough
2901503	TRIM39	56658	tripartite motif containing 39
3188205	OR1L3	26735	olfactory receptor family 1 subfamily L member 3
3342525	PCF11	51585	PCF11 cleavage and polyadenylation factor subunit
3335828	NA	NA	NA
2880552	HTR4	3360	5-hydroxytryptamine receptor 4
3462567	KCNC2	3747	potassium voltage-gated channel subfamily C member 2
3164809	IFNA8	3445	interferon alpha 8
3512948	RUBCNL	80183	rubicon like autophagy enhancer
3948640	FBLN1	2192	fibulin 1
2968258	NA	NA	NA
2832052	HARS2	23438	"histidyl-tRNA synthetase 2, mitochondrial"
3970166	TXLNG	55787	taxilin gamma
3393670	JAML	120425	junction adhesion molecule like
2536454	NA	NA	NA
3470418	NA	NA	NA
2901765	NA	NA	NA
2906720	TREML4	285852	triggering receptor expressed on myeloid cells like 4
2906720	TREML5P	221438	"triggering receptor expressed on myeloid cells like 5, pseudogene"
2674245	NA	NA	NA
3989110	ATP1B4	23439	ATPase Na+/K+ transporting family member beta 4
2783207	PRSS12	8492	serine protease 12
2730303	FDCSP	260436	follicular dendritic cell secreted protein
2871821	TMED7-TICAM2	100302736	TMED7-TICAM2 readthrough
2871821	TICAM2	353376	toll like receptor adaptor molecule 2
2871821	TMED7	51014	transmembrane p24 trafficking protein 7
2790324	RNF175	285533	ring finger protein 175
3275190	NA	NA	NA
2434178	MTMR11	10903	myotubularin related protein 11
3838619	NA	NA	NA
3240532	C10orf126	283080	chromosome 10 open reading frame 126
2326410	CEP85	64793	centrosomal protein 85
3901851	ABHD12	26090	"abhydrolase domain containing 12, lysophospholipase"
2328500	NA	NA	NA
3212302	NA	NA	NA
2711139	ATP13A5	344905	ATPase 13A5
2728408	REST	5978	RE1 silencing transcription factor
2440413	ITLN1	55600	intelectin 1
3743937	NA	NA	NA
2989493	MIOS	54468	meiosis regulator for oocyte development
2783493	FABP2	2169	fatty acid binding protein 2
3920816	DSCR8	84677	Down syndrome critical region 8
3275250	NA	NA	NA
3392928	NA	NA	NA
2562685	IMMT	10989	inner membrane mitochondrial protein
3178583	CKS2	1164	CDC28 protein kinase regulatory subunit 2
3556238	NA	NA	NA
2753994	TRAPPC11	60684	trafficking protein particle complex subunit 11
2993651	NA	NA	NA
3361033	NA	NA	NA
2492898	TEX37	200523	testis expressed 37
3863669	CEACAM1	634	CEA cell adhesion molecule 1
3962338	TCF20	6942	transcription factor 20
2474594	GCKR	2646	glucokinase regulator
3766920	NA	NA	NA
2397695	CASP9	842	caspase 9
3459716	NA	NA	NA
2768056	GABRA4	2557	gamma-aminobutyric acid type A receptor subunit alpha4
3974708	USP9X	8239	ubiquitin specific peptidase 9 X-linked
3974708	USP9Y	8287	ubiquitin specific peptidase 9 Y-linked
2853055	AGXT2	64902	alanine--glyoxylate aminotransferase 2
3918696	SON	6651	SON DNA and RNA binding protein
4000704	AP1S2	8905	adaptor related protein complex 1 subunit sigma 2
4000704	LOC653653	653653	adaptor related protein complex 1 sigma 2 subunit pseudogene
2458607	PYCR2	29920	pyrroline-5-carboxylate reductase 2
2458607	MIR6741	102466270	microRNA 6741
3888055	ARFGEF2	10564	ADP ribosylation factor guanine nucleotide exchange factor 2
3543481	PSEN1	5663	presenilin 1
3840224	ZNF528	84436	zinc finger protein 528
3419849	TBK1	29110	TANK binding kinase 1
2886977	FBXW11	23291	F-box and WD repeat domain containing 11
3127745	TNFRSF10D	8793	TNF receptor superfamily member 10d
3605884	ALPK3	57538	alpha kinase 3
3157639	EEF1D	1936	eukaryotic translation elongation factor 1 delta
2864237	HOMER1	9456	homer scaffold protein 1
2622970	DOCK3	1795	dedicator of cytokinesis 3
2622970	MIR4787	100616138	microRNA 4787
3955429	PIWIL3	440822	piwi like RNA-mediated gene silencing 3
2414505	C8B	732	complement C8 beta chain
3842152	NA	NA	NA
3831178	NA	NA	NA
3683584	PDILT	204474	"protein disulfide isomerase like, testis expressed"
2451593	CHI3L1	1116	chitinase 3 like 1
2864796	ACOT12	134526	acyl-CoA thioesterase 12
3555850	OR5AU1	390445	olfactory receptor family 5 subfamily AU member 1
3555850	LOC105378175	105378175	uncharacterized LOC105378175
3866831	CABP5	56344	calcium binding protein 5
3872905	NA	NA	NA
2994981	PRR15	222171	proline rich 15
3484060	ALOX5AP	241	arachidonate 5-lipoxygenase activating protein
3484060	LINC00398	100874158	long intergenic non-protein coding RNA 398
2710895	FGF12	2257	fibroblast growth factor 12
3419473	NA	NA	NA
3040465	TMEM196	256130	transmembrane protein 196
2565168	NA	NA	NA
3766899	NA	NA	NA
3725974	NA	NA	NA
3898126	TASP1	55617	taspase 1
3180880	LOC158435	158435	uncharacterized LOC158435
3662687	CCL22	6367	C-C motif chemokine ligand 22
2641901	TRH	7200	thyrotropin releasing hormone
3407629	SLCO1B3	28234	solute carrier organic anion transporter family member 1B3
3407629	SLCO1B7	338821	solute carrier organic anion transporter family member 1B7 (putative)
2904702	NA	NA	NA
4074842	NA	NA	NA
2956536	CRISP2	7180	cysteine rich secretory protein 2
4007376	SSX3	10214	SSX family member 3
4007376	SSX2B	727837	SSX family member 2B
4007376	SSX2	6757	SSX family member 2
3580179	HSP90AA1	3320	heat shock protein 90 alpha family class A member 1
3580179	HSP90AA2P	3324	"heat shock protein 90 alpha family class A member 2, pseudogene"
3029475	OR6B1	135946	olfactory receptor family 6 subfamily B member 1
3855660	SUGP1	57794	SURP and G-patch domain containing 1
2373336	CFH	3075	complement factor H
2373336	CFHR1	3078	complement factor H related 1
3377016	PYGM	5837	"glycogen phosphorylase, muscle associated"
2911303	ZNF451	26036	zinc finger protein 451
2911303	KIAA1586	57691	KIAA1586
3033127	HTR5A	3361	5-hydroxytryptamine receptor 5A
2674258	NA	NA	NA
3699864	NA	NA	NA
3427849	NA	NA	NA
2711627	GP5	2814	glycoprotein V platelet
3270270	PTPRE	5791	protein tyrosine phosphatase receptor type E
3756709	KRTAP2-2	728279	keratin associated protein 2-2
3756709	KRTAP2-4	85294	keratin associated protein 2-4
3756709	KRTAP2-1	81872	keratin associated protein 2-1
3756709	KRTAP2-3	730755	keratin associated protein 2-3
2398894	RCC2	55920	regulator of chromosome condensation 2
3912861	PSMA7	5688	proteasome 20S subunit alpha 7
2773823	PPEF2	5470	protein phosphatase with EF-hand domain 2
3196034	DOCK8-AS1	157983	DOCK8 antisense RNA 1
2830504	PKD2L2	27039	"polycystin 2 like 2, transient receptor potential cation channel"
2440327	SLAMF1	6504	signaling lymphocytic activation molecule family member 1
3947986	SAMM50	25813	SAMM50 sorting and assembly machinery component
3796089	LINC00470	56651	long intergenic non-protein coding RNA 470
3117384	KHDRBS3	10656	"KH RNA binding domain containing, signal transduction associated 3"
3599561	NOX5	79400	NADPH oxidase 5
3599561	SPESP1	246777	sperm equatorial segment protein 1
2599993	ABCB6	10058	ATP binding cassette subfamily B member 6 (Langereis blood group)
3179551	FGD3	89846	"FYVE, RhoGEF and PH domain containing 3"
2831964	NA	NA	NA
2970044	TUBE1	51175	tubulin epsilon 1
2360541	DCST1	149095	DC-STAMP domain containing 1
3417075	DGKA	1606	diacylglycerol kinase alpha
3000342	ADCY1	107	adenylate cyclase 1
3512294	TSC22D1	8848	TSC22 domain family member 1
3512294	LOC105370185	105370185	uncharacterized LOC105370185
2774123	CCDC158	339965	coiled-coil domain containing 158
3527390	OR11H4	390442	olfactory receptor family 11 subfamily H member 4
2585972	ABCB11	8647	ATP binding cassette subfamily B member 11
3160658	SLC1A1	6505	solute carrier family 1 member 1
3809746	NA	NA	NA
3089799	TNFRSF10C	8794	TNF receptor superfamily member 10c
3089799	LOC254896	254896	uncharacterized LOC254896
3761127	CBX1	10951	chromobox 1
3475096	NA	NA	NA
3315341	SYCE1	93426	synaptonemal complex central element protein 1
2467201	NA	NA	NA
3898913	NA	NA	NA
2689378	DRD3	1814	dopamine receptor D3
3470320	NA	NA	NA
3757329	JUP	3728	junction plakoglobin
3717395	SUZ12	23512	SUZ12 polycomb repressive complex 2 subunit
3717395	SUZ12P1	440423	SUZ12 pseudogene 1
2635349	TRAT1	50852	T cell receptor associated transmembrane adaptor 1
3331658	OR9Q1	219956	olfactory receptor family 9 subfamily Q member 1
2982076	TAGAP	117289	T cell activation RhoGTPase activating protein
2709402	CRYGS	1427	crystallin gamma S
2678029	DNAH12	201625	dynein axonemal heavy chain 12
2983030	AGPAT4	56895	1-acylglycerol-3-phosphate O-acyltransferase 4
2678448	FAM107A	11170	family with sequence similarity 107 member A
3675020	RGS11	8786	regulator of G protein signaling 11
3467949	SLC5A8	160728	solute carrier family 5 member 8
2452637	NUCKS1	64710	nuclear casein kinase and cyclin dependent kinase substrate 1
3891447	EDN3	1908	endothelin 3
2832041	NA	NA	NA
2436141	NA	NA	NA
3275360	NA	NA	NA
3524618	ARGLU1	55082	arginine and glutamate rich 1
3076868	CLEC5A	23601	C-type lectin domain containing 5A
3969713	MOSPD2	158747	motile sperm domain containing 2
2711818	LSG1	55341	large 60S subunit nuclear export GTPase 1
3728625	OR4D2	124538	olfactory receptor family 4 subfamily D member 2
2901807	NA	NA	NA
3275362	NA	NA	NA
2993649	NA	NA	NA
2854915	C6	729	complement C6
3745161	MYH8	4626	myosin heavy chain 8
3745161	MYH2	4620	myosin heavy chain 2
3745161	MYH13	8735	myosin heavy chain 13
2650066	IL12A	3592	interleukin 12A
3212332	NA	NA	NA
2373564	CRB1	23418	crumbs cell polarity complex component 1
3628994	PPIB	5479	peptidylprolyl isomerase B
2822696	RAB9BP1	9366	"RAB9B, member RAS oncogene family pseudogene 1"
3275252	NA	NA	NA
3230332	SNORA17A	677804	"small nucleolar RNA, H/ACA box 17A"
3230332	SNORA17B	677824	"small nucleolar RNA, H/ACA box 17B"
3230332	SNHG7	84973	small nucleolar RNA host gene 7
2395123	UTS2	10911	urotensin 2
3820865	CARM1	10498	coactivator associated arginine methyltransferase 1
2493943	PROM2	150696	prominin 2
2991233	AHR	196	aryl hydrocarbon receptor
2761837	FGFBP2	83888	fibroblast growth factor binding protein 2
3749690	NA	NA	NA
3860924	ZNF571	51276	zinc finger protein 571
2455699	USH2A	7399	usherin
3593065	SLC12A1	6557	solute carrier family 12 member 1
3867374	IZUMO1	284359	izumo sperm-egg fusion 1
3826601	ZNF493	284443	zinc finger protein 493
3678369	ROGDI	79641	rogdi atypical leucine zipper
3195568	CACNA1B	774	calcium voltage-gated channel subunit alpha1 B
2674381	NA	NA	NA
3699826	NA	NA	NA
2931391	MTHFD1L	25902	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
2931391	ARL4A	10124	ADP ribosylation factor like GTPase 4A
3878076	BANF2	140836	BANF family member 2
2337407	PCSK9	255738	proprotein convertase subtilisin/kexin type 9
3351931	HINFP	25988	histone H4 transcription factor
3101514	TRIM55	84675	tripartite motif containing 55
3372209	PSMC3	5702	"proteasome 26S subunit, ATPase 3"
2551327	SRBD1	55133	S1 RNA binding domain 1
3379777	MRGPRF	116535	MAS related GPR family member F
3464589	C12orf50	160419	chromosome 12 open reading frame 50
2332999	CFAP57	149465	cilia and flagella associated protein 57
3865905	IGFL3	388555	IGF like family member 3
3458337	STAT6	6778	signal transducer and activator of transcription 6
3848745	FBN3	84467	fibrillin 3
3619400	CCDC9B	388115	coiled-coil domain containing 9B
3191877	AIF1L	83543	allograft inflammatory factor 1 like
2930808	RPS18P9	645958	ribosomal protein S18 pseudogene 9
3453758	DHH	50846	desert hedgehog signaling molecule
2436180	NA	NA	NA
2790062	TMEM154	201799	transmembrane protein 154
2662657	SEC13	6396	"SEC13 homolog, nuclear pore and COPII coat complex component"
2565270	NA	NA	NA
3212321	NA	NA	NA
2523620	NA	NA	NA
3671695	WFDC1	58189	WAP four-disulfide core domain 1
2829463	CAMLG	819	calcium modulating ligand
2439801	CFAP45	25790	cilia and flagella associated protein 45
3978071	XAGE5	170627	X antigen family member 5
4014191	POF1B	79983	POF1B actin binding protein
2370433	CACNA1E	777	calcium voltage-gated channel subunit alpha1 E
2406254	NA	NA	NA
2840756	NA	NA	NA
2746507	NA	NA	NA
3011830	DPY19L2P4	442523	DPY19L2 pseudogene 4
2791593	C4orf45	152940	chromosome 4 open reading frame 45
3671727	ATP2C2	9914	ATPase secretory pathway Ca2+ transporting 2
3403754	CLEC6A	93978	C-type lectin domain containing 6A
3514849	NEK3	4752	NIMA related kinase 3
3199511	FREM1	158326	FRAS1 related extracellular matrix 1
3748432	NA	NA	NA
3122703	DEFA6	1671	defensin alpha 6
3132124	C8orf86	389649	chromosome 8 open reading frame 86
2843619	HNRNPAB	3182	heterogeneous nuclear ribonucleoprotein A/B
3367673	MPPED2	744	metallophosphoesterase domain containing 2
3845782	PLEKHJ1	55111	pleckstrin homology domain containing J1
3845782	MIR1227	100302283	microRNA 1227
3845782	MIR6789	102466736	microRNA 6789
3345157	PIWIL4	143689	piwi like RNA-mediated gene silencing 4
3906390	PTPRT	11122	protein tyrosine phosphatase receptor type T
3959728	NA	NA	NA
2599913	NA	NA	NA
3556234	NA	NA	NA
3854454	BST2	684	bone marrow stromal cell antigen 2
3346453	YAP1	10413	Yes1 associated transcriptional regulator
3879372	KIZ	55857	kizuna centrosomal protein
2577958	DARS1	1615	aspartyl-tRNA synthetase 1
3376490	PLAAT5	117245	phospholipase A and acyltransferase 5
3098378	RGS20	8601	regulator of G protein signaling 20
2641769	RHO	6010	rhodopsin
3359171	INS	3630	insulin
3359171	INS-IGF2	723961	INS-IGF2 readthrough
3826417	ZNF430	80264	zinc finger protein 430
3826417	ZNF714	148206	zinc finger protein 714
2853275	CAPSL	133690	calcyphosine like
2536322	NA	NA	NA
3451942	DBX2	440097	developing brain homeobox 2
2523608	NA	NA	NA
3378732	POLD4	57804	"DNA polymerase delta 4, accessory subunit"
2379280	FLVCR1	28982	FLVCR heme transporter 1
2328593	NA	NA	NA
2772477	CSN2	1447	casein beta
3816883	CELF5	60680	CUGBP Elav-like family member 5
3743340	ASGR2	433	asialoglycoprotein receptor 2
3678462	PPL	5493	periplakin
3291281	TMEM26	219623	transmembrane protein 26
3944882	LGALS1	3956	galectin 1
3482112	PABPC3	5042	poly(A) binding protein cytoplasmic 3
3275592	NA	NA	NA
3882343	BPIFA4P	317716	"BPI fold containing family A member 4, pseudogene"
3259019	CYP2C9	1559	cytochrome P450 family 2 subfamily C member 9
3259019	CYP2C19	1557	cytochrome P450 family 2 subfamily C member 19
3326461	EHF	26298	ETS homologous factor
2433209	PRKAB2	5565	protein kinase AMP-activated non-catalytic subunit beta 2
3146723	SNX31	169166	sorting nexin 31
3221571	RNF183	138065	ring finger protein 183
3366792	RPL36AP40	554234	ribosomal protein L36a pseudogene 40
3869954	ZNF816-ZNF321P	100529240	ZNF816-ZNF321P readthrough
3869954	ZNF321P	399669	"zinc finger protein 321, pseudogene"
3214430	NA	NA	NA
3322091	NA	NA	NA
2547454	NLRC4	58484	NLR family CARD domain containing 4
3365601	PTPN5	84867	protein tyrosine phosphatase non-receptor type 5
3335795	NA	NA	NA
3657253	AHSP	51327	alpha hemoglobin stabilizing protein
3275145	NA	NA	NA
3429365	TDG	6996	thymine DNA glycosylase
2712694	ZDHHC19	131540	zinc finger DHHC-type palmitoyltransferase 19
2599930	NA	NA	NA
2865050	RPS23	6228	ribosomal protein S23
2831436	PSD2	84249	pleckstrin and Sec7 domain containing 2
3173880	TJP2	9414	tight junction protein 2
2727587	KIT	3815	"KIT proto-oncogene, receptor tyrosine kinase"
3227816	RAPGEF1	2889	Rap guanine nucleotide exchange factor 1
3182678	CYLC2	1539	cylicin 2
3320819	MICAL2	9645	"microtubule associated monooxygenase, calponin and LIM domain containing 2"
2437412	RUSC1-AS1	284618	RUSC1 antisense RNA 1
2872958	MGC32805	153163	uncharacterized LOC153163
3740664	MIR22HG	84981	MIR22 host gene
3740664	MIR22	407004	microRNA 22
2949885	GPSM3	63940	G protein signaling modulator 3
3974618	NA	NA	NA
3385175	PICALM	8301	phosphatidylinositol binding clathrin assembly protein
3143282	SLC7A13	157724	solute carrier family 7 member 13
2733898	THAP9	79725	THAP domain containing 9
3589051	TMCO5A	145942	transmembrane and coiled-coil domains 5A
3819745	NA	NA	NA
2377020	IL20	50604	interleukin 20
2656598	AHSG	197	alpha 2-HS glycoprotein
2775538	NA	NA	NA
3043606	TRIL	9865	TLR4 interactor with leucine rich repeats
3633460	PTPN9	5780	protein tyrosine phosphatase non-receptor type 9
3375545	FADS1	3992	fatty acid desaturase 1
3057955	FGL2	10875	fibrinogen like 2
3862611	PRX	57716	periaxin
3920566	DYRK1A	1859	dual specificity tyrosine phosphorylation regulated kinase 1A
3699798	NA	NA	NA
2648074	AADAC	13	arylacetamide deacetylase
2648074	LOC105374160	105374160	uncharacterized LOC105374160
3848540	CD209	30835	CD209 molecule
3848540	CLEC4M	10332	C-type lectin domain family 4 member M
2732611	MRPL1	65008	mitochondrial ribosomal protein L1
3503747	TUBA3C	7278	tubulin alpha 3c
3503747	TUBA3D	113457	tubulin alpha 3d
3503747	TUBA3E	112714	tubulin alpha 3e
2361488	RHBG	57127	Rh family B glycoprotein
3063968	ZCWPW1	55063	zinc finger CW-type and PWWP domain containing 1
2901692	NA	NA	NA
2918982	GRIK2	2898	glutamate ionotropic receptor kainate type subunit 2
3373383	OR5T2	219464	olfactory receptor family 5 subfamily T member 2
2961451	IMPG1	3617	interphotoreceptor matrix proteoglycan 1
3029129	ZYX	7791	zyxin
3831475	ZNF382	84911	zinc finger protein 382
3442345	SPSB2	84727	splA/ryanodine receptor domain and SOCS box containing 2
2428796	PTPN22	26191	protein tyrosine phosphatase non-receptor type 22
3442514	C1RL	51279	complement C1r subcomponent like
3683871	NA	NA	NA
2904248	SNRPC	6631	small nuclear ribonucleoprotein polypeptide C
2657546	TPRG1	285386	tumor protein p63 regulated 1
2661992	OXTR	5021	oxytocin receptor
3687475	GDPD3	79153	glycerophosphodiester phosphodiesterase domain containing 3
3676727	NA	NA	NA
2327603	GMEB1	10691	glucocorticoid modulatory element binding protein 1
3388893	MMP13	4322	matrix metallopeptidase 13
3715535	TMEM199	147007	transmembrane protein 199
3715535	MIR4723	100616388	microRNA 4723
3332334	MS4A14	84689	membrane spanning 4-domains A14
3332334	MS4A7	58475	membrane spanning 4-domains A7
2674377	NA	NA	NA
3371986	NUP160	23279	nucleoporin 160
4034193	TTTY11	83866	"testis-specific transcript, Y-linked 11"
4034193	RBMY3AP	64593	"RNA binding motif protein Y-linked family 3 member A, pseudogene"
4034193	RBMY1J	378951	RNA binding motif protein Y-linked family 1 member J
4034193	RBMY1E	378950	RNA binding motif protein Y-linked family 1 member E
4034193	RBMY1D	378949	RNA binding motif protein Y-linked family 1 member D
4034193	RBMY1B	378948	RNA binding motif protein Y-linked family 1 member B
4034193	RBMY1F	159163	RNA binding motif protein Y-linked family 1 member F
4034193	RBMY1A1	5940	RNA binding motif protein Y-linked family 1 member A1
4034193	RBMY1A3P	286557	"RNA binding motif protein Y-linked family 1 member A3, pseudogene"
4034193	RBMY2FP	159162	"RNA binding motif protein Y-linked family 2 member F, pseudogene"
2398040	CPLANE2	79363	ciliogenesis and planar polarity effector 2
3978706	PAGE5	90737	PAGE family member 5
2810395	SETD9	133383	SET domain containing 9
3835467	ZNF234	10780	zinc finger protein 234
3373339	OR8J3	81168	olfactory receptor family 8 subfamily J member 3
3699872	NA	NA	NA
3557968	MDP1	145553	magnesium dependent phosphatase 1
3557968	NEDD8-MDP1	100528064	NEDD8-MDP1 readthrough
2968387	NA	NA	NA
2334459	TMEM69	51249	transmembrane protein 69
2674347	NA	NA	NA
3346981	DDI1	414301	DNA damage inducible 1 homolog 1
2653902	ZNF639	51193	zinc finger protein 639
2841452	NA	NA	NA
3330685	OR4C15	81309	olfactory receptor family 4 subfamily C member 15
3886410	GDAP1L1	78997	ganglioside induced differentiation associated protein 1 like 1
3490892	OLFM4	10562	olfactomedin 4
2445643	SEC16B	89866	"SEC16 homolog B, endoplasmic reticulum export factor"
2445643	CRYZL2P	730102	"crystallin zeta like 2, pseudogene"
2445643	CRYZL2P-SEC16B	111240474	CRYZL2P-SEC16B readthrough
3497881	FARP1	10160	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
3135046	ST18	9705	ST18 C2H2C-type zinc finger transcription factor
3405440	CDKN1B	1027	cyclin dependent kinase inhibitor 1B
3479438	CHFR	55743	checkpoint with forkhead and ring finger domains
2693511	KLF15	28999	Kruppel like factor 15
2321011	C1orf158	93190	chromosome 1 open reading frame 158
2402645	CRYBG2	55057	crystallin beta-gamma domain containing 2
2844888	BTNL3	10917	butyrophilin like 3
2844888	BTNL8	79908	butyrophilin like 8
2957126	MCM3	4172	minichromosome maintenance complex component 3
2394558	RPL22	6146	ribosomal protein L22
3789442	WDR7	23335	WD repeat domain 7
3043895	SCRN1	9805	secernin 1
3109960	ODF1	4956	outer dense fiber of sperm tails 1
3421630	CCT2	10576	chaperonin containing TCP1 subunit 2
2699683	PLSCR2	57047	phospholipid scramblase 2
3329983	OR4B1	119765	olfactory receptor family 4 subfamily B member 1
3329983	PTPRJ	5795	protein tyrosine phosphatase receptor type J
3857523	LOC100420587	100420587	SHC binding and spindle associated 1 pseudogene
3857523	SHCBP1	79801	SHC binding and spindle associated 1
3139155	CPA6	57094	carboxypeptidase A6
3498476	NA	NA	NA
3322638	MRGPRX3	117195	MAS related GPR family member X3
3214496	ROR2	4920	receptor tyrosine kinase like orphan receptor 2
3214496	LOC105376147	105376147	uncharacterized LOC105376147
2607055	PASK	23178	PAS domain containing serine/threonine kinase
3975455	DUSP21	63904	dual specificity phosphatase 21
2358993	TUFT1	7286	tuftelin 1
3740616	NA	NA	NA
3756815	KRTAP4-5	85289	keratin associated protein 4-5
2674456	NA	NA	NA
3391149	CRYAB	1410	crystallin alpha B
3391149	FDXACB1	91893	ferredoxin-fold anticodon binding domain containing 1
3258997	CYP2C19	1557	cytochrome P450 family 2 subfamily C member 19
2359453	SMCP	4184	sperm mitochondria associated cysteine rich protein
2397600	TMEM51-AS1	200197	TMEM51 antisense RNA 1
2318851	NA	NA	NA
3167427	DNAI1	27019	dynein axonemal intermediate chain 1
3145961	NA	NA	NA
3081525	LINC01006	100506380	long intergenic non-protein coding RNA 1006
2841428	NA	NA	NA
3154263	SLA	6503	Src like adaptor
2492753	SMYD1	150572	SET and MYND domain containing 1
2350922	GSTM4	2948	glutathione S-transferase mu 4
2350922	GSTM2	2946	glutathione S-transferase mu 2
2350922	GSTM1	2944	glutathione S-transferase mu 1
2350922	GSTM5	2949	glutathione S-transferase mu 5
2730347	CABS1	85438	"calcium binding protein, spermatid associated 1"
3621080	TGM5	9333	transglutaminase 5
2358591	ANXA9	8416	annexin A9
3861272	PPP1R14A	94274	protein phosphatase 1 regulatory inhibitor subunit 14A
3959680	NA	NA	NA
2868283	RIOK2	55781	RIO kinase 2
3396179	NA	NA	NA
3897280	PAK5	57144	p21 (RAC1) activated kinase 5
2587937	CHRNA1	1134	cholinergic receptor nicotinic alpha 1 subunit
3848159	SH2D3A	10045	SH2 domain containing 3A
3957207	CASTOR1	652968	cytosolic arginine sensor for mTORC1 subunit 1
3825201	UBA52	7311	ubiquitin A-52 residue ribosomal protein fusion product 1
2539821	ADAM17	6868	ADAM metallopeptidase domain 17
3573870	DIO2	1734	iodothyronine deiodinase 2
3573870	LOC105370593	105370593	uncharacterized LOC105370593
2947877	UBD	10537	ubiquitin D
3683879	DNAH3	55567	dynein axonemal heavy chain 3
3971518	CBLL2	158506	Cbl proto-oncogene like 2
3254488	PRXL2A	84293	peroxiredoxin like 2A
3869847	ZNF468	90333	zinc finger protein 468
3565785	TBPL2	387332	TATA-box binding protein like 2
2366355	LINC00626	79100	long intergenic non-protein coding RNA 626
2767764	YIPF7	285525	Yip1 domain family member 7
3928487	KRTAP13-2	337959	keratin associated protein 13-2
3865511	EML2	24139	EMAP like 2
3865511	MIR330	442902	microRNA 330
3125571	MSR1	4481	macrophage scavenger receptor 1
3720139	NA	NA	NA
3749704	NA	NA	NA
3221277	ZNF883	169834	zinc finger protein 883
3221277	ZFP37	7539	ZFP37 zinc finger protein
3221277	FAM225B	100128385	family with sequence similarity 225 member B
3221277	FAM225A	286333	family with sequence similarity 225 member A
3447022	ST8SIA1	6489	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
3447022	LOC105369690	105369690	uncharacterized LOC105369690
3447022	LOC105369151	105369151	uncharacterized LOC105369151
3529547	DCAF11	80344	DDB1 and CUL4 associated factor 11
3334501	PRDX5	25824	peroxiredoxin 5
3570121	NA	NA	NA
3049522	TNS3	64759	tensin 3
3132016	FGFR1	2260	fibroblast growth factor receptor 1
3132016	PLAG1	5324	PLAG1 zinc finger
3945684	APOBEC3H	164668	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
3333622	POLR2G	5436	RNA polymerase II subunit G
3696115	DPEP3	64180	dipeptidase 3
2549092	SOS1	6654	SOS Ras/Rac guanine nucleotide exchange factor 1
2429261	NRAS	4893	"NRAS proto-oncogene, GTPase"
3077244	OR6W1P	89883	olfactory receptor family 6 subfamily W member 1 pseudogene
2562932	CD8A	925	CD8a molecule
3332964	PPP1R32	220004	protein phosphatase 1 regulatory subunit 32
3756630	KRT40	125115	keratin 40
2606959	MAB21L4	79919	mab-21 like 4
3556318	NA	NA	NA
3348911	SDHD	6392	succinate dehydrogenase complex subunit D
3419807	XPOT	11260	exportin for tRNA
2902013	GTF2H4	2968	general transcription factor IIH subunit 4
3749532	NA	NA	NA
3472094	NA	NA	NA
3551758	NA	NA	NA
3275308	NA	NA	NA
